conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.60419E+18,Sat Dec 17 18:48:31 +0000 2022,0,Piala Dunia Qatar 2022 sebenernya dah udahan dari kemaren . Pas Maroko vs Perancis .. ( real final ) 1st nya Perancis .. 2nd nya Maroko Wwwk .. lihat aja besok twt sepi .. ,1.60419E+18,,,in,2521,0,0,0,https://twitter.com/p_vanillasky/status/1604186796853977089,1.48733E+18,p_vanillasky
1.60419E+18,Sat Dec 17 18:44:00 +0000 2022,0,lagi ngumpulin pendukung 🇦🇷 final piala QATAR 🇦🇷vs🇫🇷 #QatarWorldCup #Qatar2022 #QatarWorldCup2022 #FRA,1.60419E+18,,,in,,0,0,0,https://twitter.com/dayak_projects/status/1604185660323426306,1.59937E+18,dayak_projects
1.59435E+18,Sat Dec 17 17:21:57 +0000 2022,0,Abis ini langsung lanjut Final Argentina vs Prancis aja bisa ga ?? Kelamaan nih nunggu nanti malem tandingnya #FIFAWorldCup #Qatar2022 #Arg #Fra,1.60417E+18,,_RifatFauzi_,in,Indonesia,0,1,0,https://twitter.com/_RifatFauzi_/status/1604165012930457600,2936498511,_RifatFauzi_
1.60416E+18,Sat Dec 17 17:20:40 +0000 2022,52,#FIFAWorldCup #Qatar2022 Kroasia 2-1 Maroko Kroasia menjadi Juara 3 FIFA WORLD CUP Qatar 2022. Jangan lupa besok match ke 64 alias FINAL MATCH #ARG v #FRA 22.00 WIB,1.60416E+18,,,in,"DKI Jakarta, Indonesia",1,1,5,https://twitter.com/UpdateBolabola/status/1604164688090013696,1089010123,UpdateBolabola
1.60415E+18,Sat Dec 17 16:04:13 +0000 2022,0,Kalo besok final Argentina juara. Jadi negara Amerika Latin sejak 20tahun kembali juara Piala Dunia. Terakhir negara Amerika Latin juara Piala Dunia adalah Brazil. Di Asia Piala Dunia Korea Jepang 2002. #Qatar2022,1.60415E+18,,,in,,1,0,0,https://twitter.com/RezDenn/status/1604145449199206400,150850598,RezDenn
1.60313E+18,Sat Dec 17 05:44:34 +0000 2022,0,@Dennysiregar7 Akhirnya Prancis menggagalkan keinginan Allah bersama Timnya Maroko tampil di Final Piala Dunia Qatar 2022....,1.60399E+18,,Dennysiregar7,in,,0,0,0,https://twitter.com/Rahmad67718633/status/1603989509280239618,1.46431E+18,Rahmad67718633
1.6036E+18,Sat Dec 17 04:04:19 +0000 2022,0,@idextratime seorang di katakan GOAT Karna pencapaiannya.CR7 ajh gk bisa bawa Portugal Melaju ke Final semenjak dia main di Portugal. Apalagi di Qatar 2022 Kontribusi nya malah assist ke pemain lawan. Messi winning the world cup ends the debate,1.60396E+18,,idextratime,in,,0,0,0,https://twitter.com/HasbunallahHas5/status/1603964281585684485,1.30533E+18,HasbunallahHas5
1.60395E+18,Sat Dec 17 03:43:25 +0000 2022,0,@yessie05_ Baik Kak Jessie. Aktifkan paket vidio FIFA WORLD CUP QATAR 2022 Melalui indihome TV kakak dengan sekali bayar anda sudah bisa menyaksikan seluruh pertandingannya hingga final Yuk ikuti langkah-langkah berikut: -Alsa,1.60396E+18,,yessie05_,in,Indonesia,0,0,0,https://twitter.com/IndiHomeCare/status/1603959020091740160,7.65035E+17,IndiHomeCare
1.60395E+18,Sat Dec 17 02:57:09 +0000 2022,0,Messi memenangkan banyak penghargaan individu dan dianggap konsisten diusianya yang ke 35 Tahun. Terbukti dengan berhasil membawa Argentina kembali di Final Piala Dunia Qatar 2022.,1.60395E+18,,,in,,0,0,0,https://twitter.com/Smsllhadi/status/1603947376447991808,1.60273E+18,Smsllhadi
1.60334E+18,Fri Dec 16 15:34:23 +0000 2022,0,@cakimiNOW Team terbaik pd final piala Dunia Qatar 2022 mg jagoanku menang,1.60378E+18,,cakimiNOW,in,"Subang, Indonesia",0,0,0,https://twitter.com/DT21082022/status/1603775556008300544,9.31745E+17,DT21082022
1.60368E+18,Fri Dec 16 13:58:48 +0000 2022,0,@realmeindonesia Walaupun sama-sama tim yg kuat Argentina tetap akan memimpin final piala dunia Qatar 2022 ini #realmeRameinPestaBola,1.60375E+18,,realmeindonesia,in,"Surakarta, Jawa Tengah",0,0,0,https://twitter.com/akhyar12/status/1603751498563084288,359371686,akhyar12
